image_id,filename,scene_type,complexity,subjects,actions,colors,setting,gold_standard,structure_what,structure_who,structure_where,structure_color,structure_size,structure_mood,question_who,question_what,question_where,question_color,question_size,question_action,question_mood,answer_who,answer_what,answer_where,answer_color,answer_size,answer_action,answer_mood
001,image_001.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
002,image_002.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
003,image_003.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
004,image_004.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
005,image_005.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
006,image_006.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
007,image_007.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
008,image_008.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
009,image_009.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
010,image_010.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
011,image_011.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
012,image_012.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
013,image_013.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
014,image_014.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
015,image_015.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
016,image_016.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
017,image_017.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
018,image_018.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
019,image_019.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
020,image_020.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
021,image_021.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
022,image_022.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
023,image_023.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
024,image_024.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
025,image_025.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
026,image_026.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
027,image_027.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
028,image_028.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
029,image_029.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
030,image_030.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
031,image_031.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
032,image_032.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
033,image_033.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
034,image_034.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
035,image_035.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
036,image_036.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
037,image_037.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
038,image_038.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
039,image_039.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
040,image_040.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
041,image_041.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
042,image_042.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
043,image_043.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
044,image_044.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
045,image_045.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
046,image_046.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
047,image_047.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
048,image_048.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
049,image_049.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
050,image_050.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
051,image_051.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
052,image_052.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
053,image_053.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
054,image_054.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
055,image_055.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
056,image_056.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
057,image_057.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
058,image_058.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
